npi,combined_hs_and_corp,combined_hs_and_corp_name
1881647204,HSI00000773,Novant Health
1891871901,HSI00000773,Novant Health
1124552310,HSI00001526,Advocate Health
1407840374,HSI00001526,Advocate Health
1417498403,HSI00001526,Advocate Health
1417941352,HSI00001526,Advocate Health
1457345548,HSI00001526,Advocate Health
1457345597,HSI00001526,Advocate Health
1477791507,HSI00001526,Advocate Health
1508850447,HSI00001526,Advocate Health
1770577611,HSI00001526,Advocate Health
1891789970,HSI00001526,Advocate Health
1902890742,HSI00001526,Advocate Health
1386121929,HSI00000162,Cape Fear Valley Health System
1922144757,HSI00000162,Cape Fear Valley Health System
1316045800,HSI00000773,Novant Health
1376671370,HSI00000773,Novant Health
1427048172,HSI00000773,Novant Health
1639279649,HSI00000773,Novant Health
1639757974,HSI00000773,Novant Health
1033160205,HSI00000773,Novant Health
1073861118,HSI00000773,Novant Health
1710938949,HSI00000773,Novant Health
1801848767,HSI00000773,Novant Health
1164495255,HSI00000182,Catawba Valley Medical Center
1275585150,HSI00000182,Catawba Valley Medical Center
1285929554,HSI00000182,Catawba Valley Medical Center
1497792469,HSI00000182,Catawba Valley Medical Center
1689611220,HSI00000182,Catawba Valley Medical Center
1689628794,HSI00000182,Catawba Valley Medical Center
1104819143,HSI00000162,Cape Fear Valley Health System
1417182296,HSI00000162,Cape Fear Valley Health System
1447255328,HSI00000162,Cape Fear Valley Health System
1447273305,HSI00000162,Cape Fear Valley Health System
1639172869,HSI00000162,Cape Fear Valley Health System
1689786717,HSI00000162,Cape Fear Valley Health System
1821091851,HSI00000162,Cape Fear Valley Health System
1881946242,HSI00000162,Cape Fear Valley Health System
1982607115,HSI00000162,Cape Fear Valley Health System
1104548874,HSI00000773,Novant Health
1114979663,HSI00000773,Novant Health
1447200233,HSI00000773,Novant Health
1649256983,HSI00000773,Novant Health
1063438513,HSI00000323,Duke University Health System
1164474094,HSI00000492,HCA Healthcare
1689777245,HSI00000584,Lifepoint Health
1164448130,HSI00000773,Novant Health
1518982768,HSI00001526,Advocate Health
1851355390,HSI00000162,Cape Fear Valley Health System
1053358945,HSI00001526,Advocate Health
1275774333,HSI00001526,Advocate Health
1295789907,HSI00001526,Advocate Health
1356689996,HSI00001526,Advocate Health
1619041514,HSI00001526,Advocate Health
1699829887,HSI00001526,Advocate Health
1720029705,HSI00001526,Advocate Health
1780197335,HSI00001526,Advocate Health
1356314272,HSI00000171,Caromont Health System
1568641165,HSI00000171,Caromont Health System
1144248683,HSI00001123,UNC Health Care System
1376542878,HSI00001123,UNC Health Care System
1497797088,HSI00001123,UNC Health Care System
1649494188,HSI00001123,UNC Health Care System
1770582363,HSI00001123,UNC Health Care System
1821472572,HSI00001123,UNC Health Care System
1972939643,HSI00001123,UNC Health Care System
1609828698,HSI00000263,Cone Health
1538106810,HSI00001123,UNC Health Care System
1790736973,HSI00001123,UNC Health Care System
1548325111,HSI00000323,Duke University Health System
1831165802,HSI00000162,Cape Fear Valley Health System
1902837073,HSI00001526,Advocate Health
1003288093,HSI00001526,Advocate Health
1013675669,HSI00001526,Advocate Health
1023397874,HSI00001526,Advocate Health
1043441918,HSI00001526,Advocate Health
1043819535,HSI00001526,Advocate Health
1053668012,HSI00001526,Advocate Health
1144336587,HSI00001526,Advocate Health
1285995415,HSI00001526,Advocate Health
1295966109,HSI00001526,Advocate Health
1295967586,HSI00001526,Advocate Health
1336370295,HSI00001526,Advocate Health
1336543495,HSI00001526,Advocate Health
1366522369,HSI00001526,Advocate Health
1386426864,HSI00001526,Advocate Health
1386991297,HSI00001526,Advocate Health
1417615030,HSI00001526,Advocate Health
1427561638,HSI00001526,Advocate Health
1437168937,HSI00001526,Advocate Health
1437607686,HSI00001526,Advocate Health
1457808271,HSI00001526,Advocate Health
1477814622,HSI00001526,Advocate Health
1477878890,HSI00001526,Advocate Health
1477891810,HSI00001526,Advocate Health
1497256143,HSI00001526,Advocate Health
1497762686,HSI00001526,Advocate Health
1508892746,HSI00001526,Advocate Health
1518197458,HSI00001526,Advocate Health
1518570761,HSI00001526,Advocate Health
1568610889,HSI00001526,Advocate Health
1578176723,HSI00001526,Advocate Health
1578939914,HSI00001526,Advocate Health
1629625785,HSI00001526,Advocate Health
1639366214,HSI00001526,Advocate Health
1639425796,HSI00001526,Advocate Health
1649525619,HSI00001526,Advocate Health
1679183776,HSI00001526,Advocate Health
1700079225,HSI00001526,Advocate Health
1770925703,HSI00001526,Advocate Health
1790024974,HSI00001526,Advocate Health
1821613480,HSI00001526,Advocate Health
1841611530,HSI00001526,Advocate Health
1851649180,HSI00001526,Advocate Health
1871674481,HSI00001526,Advocate Health
1871965038,HSI00001526,Advocate Health
1902049190,HSI00001526,Advocate Health
1902223076,HSI00001526,Advocate Health
1912255241,HSI00001526,Advocate Health
1932722980,HSI00001526,Advocate Health
1942679329,HSI00001526,Advocate Health
1962858662,HSI00001526,Advocate Health
1194744532,HSI00000263,Cone Health
1417383837,HSI00000263,Cone Health
1427095249,HSI00000263,Cone Health
1245879261,HSI00001123,UNC Health Care System
1548634850,HSI00001123,UNC Health Care System
1780669200,HSI00001123,UNC Health Care System
1972977296,HSI00001123,UNC Health Care System
1932137080,HSI00001526,Advocate Health
1194196550,HSI00000203,Erlanger Health System
1437520392,HSI00000203,Erlanger Health System
1649378423,HSI00000203,Erlanger Health System
1689209553,HSI00000203,Erlanger Health System
1700053865,HSI00000203,Erlanger Health System
1770792137,HSI00000203,Erlanger Health System
1801831102,HSI00000203,Erlanger Health System
1972123537,HSI00000203,Erlanger Health System
1194757583,HSI00000365,FirstHealth of the Carolinas
1033306279,HSI00001123,UNC Health Care System
1316975972,HSI00000323,Duke University Health System
1215239595,HSI00000814,Peacehealth
1043616675,HSI00000845,Prime Healthcare Services
1144201559,HSI00000845,Prime Healthcare Services
1235197179,HSI00000518,Iredell Health System
1720198369,HSI00001230,ECU Health
1285952671,HSI00001526,Advocate Health
1003114992,HSI00001526,Advocate Health
1104959055,HSI00001526,Advocate Health
1477785756,HSI00001526,Advocate Health
1053482596,HSI00000365,FirstHealth of the Carolinas
1336167675,HSI00000365,FirstHealth of the Carolinas
1346313640,HSI00000365,FirstHealth of the Carolinas
1396020202,HSI00000365,FirstHealth of the Carolinas
1417010422,HSI00000365,FirstHealth of the Carolinas
1437228939,HSI00000365,FirstHealth of the Carolinas
1447278791,HSI00000365,FirstHealth of the Carolinas
1548276389,HSI00000365,FirstHealth of the Carolinas
1770574766,HSI00000365,FirstHealth of the Carolinas
1861578874,HSI00000365,FirstHealth of the Carolinas
1912997263,HSI00000365,FirstHealth of the Carolinas
1093793473,HSI00001230,ECU Health
1114905783,HSI00001230,ECU Health
1467441394,HSI00001230,ECU Health
1679535496,HSI00001123,UNC Health Care System
1689855900,HSI00001123,UNC Health Care System
1609851138,HSI00000860,Quorum Health Corporation
1154352938,HSI00001526,Advocate Health
1013637164,HSI00000323,Duke University Health System
1053682146,HSI00000323,Duke University Health System
1235702754,HSI00000323,Duke University Health System
1235729948,HSI00000323,Duke University Health System
1295896983,HSI00000323,Duke University Health System
1366024085,HSI00000323,Duke University Health System
1376574798,HSI00000323,Duke University Health System
1407898315,HSI00000323,Duke University Health System
1417540337,HSI00000323,Duke University Health System
1457395394,HSI00000323,Duke University Health System
1457980401,HSI00000323,Duke University Health System
1558392977,HSI00000323,Duke University Health System
1619431277,HSI00000323,Duke University Health System
1619462694,HSI00000323,Duke University Health System
1710986732,HSI00000323,Duke University Health System
1750701082,HSI00000323,Duke University Health System
1760420806,HSI00000323,Duke University Health System
1780097618,HSI00000323,Duke University Health System
1811996820,HSI00000323,Duke University Health System
1871592113,HSI00000323,Duke University Health System
1992703540,HSI00000323,Duke University Health System
1164462586,HSI00000172,CarolinaEast Health System
1285185538,HSI00001186,University of Virginia Health System
1013694165,HSI00001123,UNC Health Care System
1053782318,HSI00001123,UNC Health Care System
1063151678,HSI00001123,UNC Health Care System
1124757836,HSI00001123,UNC Health Care System
1144247982,HSI00001123,UNC Health Care System
1255070868,HSI00001123,UNC Health Care System
1386383909,HSI00001123,UNC Health Care System
1447444559,HSI00001123,UNC Health Care System
1447999057,HSI00001123,UNC Health Care System
1518606136,HSI00001123,UNC Health Care System
1518696236,HSI00001123,UNC Health Care System
1528707130,HSI00001123,UNC Health Care System
1538848346,HSI00001123,UNC Health Care System
1609515220,HSI00001123,UNC Health Care System
1619606316,HSI00001123,UNC Health Care System
1720001688,HSI00001123,UNC Health Care System
1952030652,HSI00001123,UNC Health Care System
1962131656,HSI00001123,UNC Health Care System
1194703884,HSI00001230,ECU Health
1699757393,HSI00001230,ECU Health
1821076589,HSI00001230,ECU Health
1881938405,HSI00000263,Cone Health
1659396893,HSI00001526,Advocate Health
1003818485,HSI00000162,Cape Fear Valley Health System
1518971910,HSI00001123,UNC Health Care System
1649282930,HSI00001526,Advocate Health
1346204088,HSI00000263,Cone Health
1023003969,HSI00000068,Avera Health
1407109705,HSI00000068,Avera Health
1134219108,HSI00000773,Novant Health
1619904430,HSI00001526,Advocate Health
1841435542,HSI00000263,Cone Health
1386622231,HSI00001526,Advocate Health
1720080070,HSI00000162,Cape Fear Valley Health System
1255364535,HSI00001526,Advocate Health
1518282581,HSI00001526,Advocate Health
1891726634,HSI00001526,Advocate Health
1053636472,HSI00001526,Advocate Health
1689604340,HSI00001526,Advocate Health
1164453726,HSI00001526,Advocate Health
1952357493,HSI00001179,University of Rochester Medical Center
1316662299,HSI00000077,Baptist Health South Florida
1437127529,HSI00000077,Baptist Health South Florida
1013061217,HSI00000852,Providence
1437202249,HSI00000852,Providence
1134116726,HSI00000055,Ascension Health
1275605743,HSI00000455,Hawaii Pacific Health
1013064575,HSI00000180,Skagit Regional Health
1023332749,HSI00000180,Skagit Regional Health
1053357244,HSI00000180,Skagit Regional Health
1073566246,HSI00000180,Skagit Regional Health
1316061765,HSI00000180,Skagit Regional Health
1508932427,HSI00000180,Skagit Regional Health
1629012463,HSI00000180,Skagit Regional Health
1366558264,HSI00001268,Wise Regional Health System
1942216494,HSI00001004,Southcoast Health System
1609826684,HSI00000805,PIH Health
1427081967,HSI00000229,Olympic Medical Center
1518052190,HSI00000492,HCA Healthcare
1528192416,HSI00000660,Mercy
1538181466,HSI00000660,Mercy
1548398274,HSI00000743,Norman Regional Health System
1225222953,HSI00000731,New York Presbyterian Healthcare System
1437358033,HSI00001253,Nuvance Health
1508832833,HSI00001230,ECU Health
1942478383,HSI00001230,ECU Health
1114467404,HSI00000860,Quorum Health Corporation
1366449282,HSI00000860,Quorum Health Corporation
1689114969,HSI00000860,Quorum Health Corporation
1811995186,HSI00000860,Quorum Health Corporation
1932107547,HSI00000860,Quorum Health Corporation
1114993086,HSI00001236,WakeMed Health and Hospitals
1194907717,HSI00001236,WakeMed Health and Hospitals
1467435842,HSI00001236,WakeMed Health and Hospitals
1780446302,HSI00001236,WakeMed Health and Hospitals
1790752236,HSI00001236,WakeMed Health and Hospitals
1972579837,HSI00001236,WakeMed Health and Hospitals
1134172000,HSI00000271,Conway Medical Center
1154991487,HSI00000271,Conway Medical Center
1164121935,HSI00000271,Conway Medical Center
1316030083,HSI00000860,Quorum Health Corporation
1710073739,HSI00000860,Quorum Health Corporation
1730468992,HSI00000860,Quorum Health Corporation
1740794049,HSI00000860,Quorum Health Corporation
1891219887,HSI00000860,Quorum Health Corporation
1023046612,HSI00001354,Self Regional Healthcare
1083488183,HSI00001354,Self Regional Healthcare
1326067703,HSI00001354,Self Regional Healthcare
1407860778,HSI00001354,Self Regional Healthcare
1639193402,HSI00001354,Self Regional Healthcare
1881307056,HSI00001096,Tidelands Health
1982604021,HSI00001096,Tidelands Health
1497744254,HSI00001382,AnMed Health
1700890084,HSI00001382,AnMed Health
1750304135,HSI00001382,AnMed Health
1902224876,HSI00001382,AnMed Health
1083640940,HSI00001382,AnMed Health
1164746392,HSI00001382,AnMed Health
1376579474,HSI00001382,AnMed Health
1417919531,HSI00001382,AnMed Health
1427005727,HSI00001382,AnMed Health
1588611909,HSI00001382,AnMed Health
1639102270,HSI00001382,AnMed Health
1710918321,HSI00001382,AnMed Health
1730110347,HSI00001382,AnMed Health
1730470592,HSI00001382,AnMed Health
1801500459,HSI00001382,AnMed Health
1043289333,HSI00000637,McLeod Health
1154371433,HSI00000637,McLeod Health
1215991682,HSI00000637,McLeod Health
1285094235,HSI00000637,McLeod Health
1427004738,HSI00000637,McLeod Health
1699756221,HSI00000637,McLeod Health
1801878103,HSI00000637,McLeod Health
1871775841,HSI00000637,McLeod Health
1750348595,HSI00001020,Spartanburg Regional Healthcare System
1376595520,HSI00000492,HCA Healthcare
1376592972,HSI00000492,HCA Healthcare
1811977200,HSI00001066,Tenet Healthcare
1538125018,HSI00001096,Tidelands Health
1104150739,HSI00001428,Bon Secours Mercy Health
1104983055,HSI00001428,Bon Secours Mercy Health
1275503799,HSI00001428,Bon Secours Mercy Health
1619947140,HSI00001428,Bon Secours Mercy Health
1902195563,HSI00001428,Bon Secours Mercy Health
1962472860,HSI00001428,Bon Secours Mercy Health
1922125269,HSI00001382,AnMed Health
1750336079,HSI00001428,Bon Secours Mercy Health
1043241110,HSI00000644,Medical University of South Carolina Medical Center
1982678496,HSI00000644,Medical University of South Carolina Medical Center
1912072315,HSI00000637,McLeod Health
1992789473,HSI00001428,Bon Secours Mercy Health
1861449688,HSI00001428,Bon Secours Mercy Health
1972557494,HSI00001096,Tidelands Health
1114542081,HSI00001378,Prisma Health
1295763217,HSI00001378,Prisma Health
1568799955,HSI00001378,Prisma Health
1730786096,HSI00001378,Prisma Health
1881098945,HSI00001378,Prisma Health
1376840504,HSI00001526,Advocate Health
1487651949,HSI00001526,Advocate Health
1780744946,HSI00001526,Advocate Health
1184655722,HSI00000644,Medical University of South Carolina Medical Center
1649533662,HSI00000644,Medical University of South Carolina Medical Center
1992832869,HSI00000644,Medical University of South Carolina Medical Center
1235160946,HSI00001526,Advocate Health
1174513824,HSI00001382,AnMed Health
1740502822,HSI00001428,Bon Secours Mercy Health
1770867442,HSI00001428,Bon Secours Mercy Health
1851361778,HSI00001428,Bon Secours Mercy Health
1316992506,HSI00001526,Advocate Health
1013587393,HSI00000644,Medical University of South Carolina Medical Center
1033120837,HSI00000644,Medical University of South Carolina Medical Center
1043837669,HSI00000644,Medical University of South Carolina Medical Center
1063149748,HSI00000644,Medical University of South Carolina Medical Center
1134746555,HSI00000644,Medical University of South Carolina Medical Center
1144793654,HSI00000644,Medical University of South Carolina Medical Center
1154020147,HSI00000644,Medical University of South Carolina Medical Center
1184197683,HSI00000644,Medical University of South Carolina Medical Center
1255305876,HSI00000644,Medical University of South Carolina Medical Center
1255804753,HSI00000644,Medical University of South Carolina Medical Center
1285200105,HSI00000644,Medical University of South Carolina Medical Center
1285251603,HSI00000644,Medical University of South Carolina Medical Center
1295840148,HSI00000644,Medical University of South Carolina Medical Center
1306416680,HSI00000644,Medical University of South Carolina Medical Center
1316410822,HSI00000644,Medical University of South Carolina Medical Center
1316677628,HSI00000644,Medical University of South Carolina Medical Center
1417684192,HSI00000644,Medical University of South Carolina Medical Center
1437622933,HSI00000644,Medical University of South Carolina Medical Center
1447723945,HSI00000644,Medical University of South Carolina Medical Center
1457950222,HSI00000644,Medical University of South Carolina Medical Center
1487220307,HSI00000644,Medical University of South Carolina Medical Center
1497039390,HSI00000644,Medical University of South Carolina Medical Center
1508339011,HSI00000644,Medical University of South Carolina Medical Center
1528739810,HSI00000644,Medical University of South Carolina Medical Center
1538778048,HSI00000644,Medical University of South Carolina Medical Center
1558931832,HSI00000644,Medical University of South Carolina Medical Center
1558937474,HSI00000644,Medical University of South Carolina Medical Center
1639737349,HSI00000644,Medical University of South Carolina Medical Center
1659435840,HSI00000644,Medical University of South Carolina Medical Center
1659470433,HSI00000644,Medical University of South Carolina Medical Center
1659511061,HSI00000644,Medical University of South Carolina Medical Center
1669081162,HSI00000644,Medical University of South Carolina Medical Center
1699248195,HSI00000644,Medical University of South Carolina Medical Center
1700359205,HSI00000644,Medical University of South Carolina Medical Center
1730329467,HSI00000644,Medical University of South Carolina Medical Center
1770219412,HSI00000644,Medical University of South Carolina Medical Center
1780293290,HSI00000644,Medical University of South Carolina Medical Center
1790394203,HSI00000644,Medical University of South Carolina Medical Center
1821238551,HSI00000644,Medical University of South Carolina Medical Center
1841914298,HSI00000644,Medical University of South Carolina Medical Center
1952632234,HSI00000644,Medical University of South Carolina Medical Center
1952911463,HSI00000644,Medical University of South Carolina Medical Center
1962975466,HSI00000644,Medical University of South Carolina Medical Center
1972138790,HSI00000644,Medical University of South Carolina Medical Center
1427044957,HSI00001148,Universal Health Services
1841586187,HSI00001148,Universal Health Services
1912177239,HSI00000927,Saint Josephs Candler Health System
1750826277,HSI00000624,Mary Washington Healthcare
1801891809,HSI00000054,Asante Health System
1831231463,HSI00000194,Centrastate Healthcare System
1518079102,HSI00000492,HCA Healthcare
1063449361,HSI00000860,Quorum Health Corporation
1093468464,HSI00000860,Quorum Health Corporation
1467825166,HSI00000860,Quorum Health Corporation
1629371661,HSI00000860,Quorum Health Corporation
1811096423,HSI00000860,Quorum Health Corporation
1871694620,HSI00000860,Quorum Health Corporation
1033175344,HSI00000100,Beaufort Memorial Hospital
1063024578,HSI00000100,Beaufort Memorial Hospital
1174769764,HSI00000100,Beaufort Memorial Hospital
1235861501,HSI00000100,Beaufort Memorial Hospital
1366436073,HSI00000100,Beaufort Memorial Hospital
1457922007,HSI00000100,Beaufort Memorial Hospital
1548250459,HSI00000100,Beaufort Memorial Hospital
1598713117,HSI00000100,Beaufort Memorial Hospital
1629068531,HSI00000100,Beaufort Memorial Hospital
1831764927,HSI00000100,Beaufort Memorial Hospital
1992327845,HSI00000100,Beaufort Memorial Hospital
1003900143,HSI00001020,Spartanburg Regional Healthcare System
1033150875,HSI00001020,Spartanburg Regional Healthcare System
1033681630,HSI00001020,Spartanburg Regional Healthcare System
1043309917,HSI00001020,Spartanburg Regional Healthcare System
1114017688,HSI00001020,Spartanburg Regional Healthcare System
1194745190,HSI00001020,Spartanburg Regional Healthcare System
1235170077,HSI00001020,Spartanburg Regional Healthcare System
1255963088,HSI00001020,Spartanburg Regional Healthcare System
1396981403,HSI00001020,Spartanburg Regional Healthcare System
1558381541,HSI00001020,Spartanburg Regional Healthcare System
1558465005,HSI00001020,Spartanburg Regional Healthcare System
1568400174,HSI00001020,Spartanburg Regional Healthcare System
1609807122,HSI00001020,Spartanburg Regional Healthcare System
1699729939,HSI00001020,Spartanburg Regional Healthcare System
1760114664,HSI00001020,Spartanburg Regional Healthcare System
1760423503,HSI00001020,Spartanburg Regional Healthcare System
1942772546,HSI00001020,Spartanburg Regional Healthcare System
1104867738,HSI00000045,Archbold Medical Center
1184078297,HSI00000045,Archbold Medical Center
1184673030,HSI00000045,Archbold Medical Center
1194779702,HSI00000045,Archbold Medical Center
1508806142,HSI00000045,Archbold Medical Center
1730123431,HSI00000045,Archbold Medical Center
1124155965,HSI00000235,Colquitt Regional Medical Center
1629723887,HSI00000235,Colquitt Regional Medical Center
1720359326,HSI00000235,Colquitt Regional Medical Center
1720593239,HSI00000235,Colquitt Regional Medical Center
1881758753,HSI00000235,Colquitt Regional Medical Center
1912099094,HSI00000235,Colquitt Regional Medical Center
1982295036,HSI00000235,Colquitt Regional Medical Center
1043867054,HSI00000064,Augusta University Health System
1114574126,HSI00000064,Augusta University Health System
1841230620,HSI00000064,Augusta University Health System
1407856594,HSI00000826,Piedmont Healthcare
1922193044,HSI00000444,Hamilton Health Care System
1134148208,HSI00000999,South Georgia Medical Center
1922037605,HSI00000759,Northeast Georgia Health System
1437137031,HSI00000766,Northside Hospital
1629019534,HSI00000826,Piedmont Healthcare
1932177649,HSI00001244,WellStar Health System
1811037336,HSI00000766,Northside Hospital
1447268842,HSI00000826,Piedmont Healthcare
1760950646,HSI00000773,Novant Health
1528056066,HSI00000444,Hamilton Health Care System
1588652739,HSI00000444,Hamilton Health Care System
1861480188,HSI00000444,Hamilton Health Care System
1205809571,HSI00001148,Universal Health Services
1699000273,HSI00001148,Universal Health Services
1063452381,HSI00000342,Emory Healthcare
1104265271,HSI00000263,Cone Health
1326524901,HSI00000263,Cone Health
1467893776,HSI00000263,Cone Health
1477591055,HSI00000263,Cone Health
1528405412,HSI00000263,Cone Health
1891134086,HSI00000263,Cone Health
1013265909,HSI00000263,Cone Health
1265589097,HSI00000263,Cone Health
1295848562,HSI00000263,Cone Health
1356372064,HSI00000263,Cone Health
1386904886,HSI00000263,Cone Health
1407966864,HSI00000263,Cone Health
1801137435,HSI00000263,Cone Health
1891351847,HSI00000263,Cone Health
1932244027,HSI00000263,Cone Health
1962515353,HSI00000263,Cone Health
1790724672,HSI00001061,Tanner Health System
1245266956,HSI00000536,Kaiser Permanente
1750496527,HSI00000826,Piedmont Healthcare
1962452912,HSI00000756,NorthShore – Edward-Elmhurst Health
1255401519,HSI00000826,Piedmont Healthcare
1366492456,HSI00000826,Piedmont Healthcare
1710196589,HSI00000927,Saint Josephs Candler Health System
1174572374,HSI00000826,Piedmont Healthcare
1699240531,HSI00000826,Piedmont Healthcare
1790733244,HSI00000826,Piedmont Healthcare
1245335421,HSI00000773,Novant Health
1306950282,HSI00000773,Novant Health
1366409492,HSI00000773,Novant Health
1386029254,HSI00000773,Novant Health
1497080006,HSI00000773,Novant Health
1649227083,HSI00000773,Novant Health
1659571768,HSI00000773,Novant Health
1679528384,HSI00000773,Novant Health
1831594522,HSI00000773,Novant Health
1245275254,HSI00000055,Ascension Health
1992718688,HSI00000055,Ascension Health
1235252602,HSI00001148,Universal Health Services
1316064629,HSI00000826,Piedmont Healthcare
1235148727,HSI00000209,Childrens Healthcare of Atlanta
1306055025,HSI00000927,Saint Josephs Candler Health System
1396739165,HSI00000286,Covenant Health
1851369243,HSI00000286,Covenant Health
1235147539,HSI00000766,Northside Hospital
1285686303,HSI00000766,Northside Hospital
1316992027,HSI00000823,Phoebe Putney Health Systems
1669438404,HSI00000823,Phoebe Putney Health Systems
1790766863,HSI00000823,Phoebe Putney Health Systems
1821293788,HSI00000823,Phoebe Putney Health Systems
1851356349,HSI00000823,Phoebe Putney Health Systems
1891315420,HSI00000823,Phoebe Putney Health Systems
1992789721,HSI00000823,Phoebe Putney Health Systems
1437346467,HSI00000766,Northside Hospital
1023057775,HSI00001526,Advocate Health
1154377166,HSI00001526,Advocate Health
1356444814,HSI00001526,Advocate Health
1467535161,HSI00001526,Advocate Health
1689610149,HSI00001526,Advocate Health
1699721399,HSI00001526,Advocate Health
1801990213,HSI00001526,Advocate Health
1811233828,HSI00000927,Saint Josephs Candler Health System
1023359627,HSI00000342,Emory Healthcare
1285912600,HSI00000342,Emory Healthcare
1295748531,HSI00000342,Emory Healthcare
1306472063,HSI00000342,Emory Healthcare
1346403854,HSI00000342,Emory Healthcare
1386165504,HSI00000342,Emory Healthcare
1396798229,HSI00000342,Emory Healthcare
1811765902,HSI00000342,Emory Healthcare
1952098667,HSI00000342,Emory Healthcare
1730242017,HSI00000492,HCA Healthcare
1538103049,HSI00000759,Northeast Georgia Health System
1891745212,HSI00000759,Northeast Georgia Health System
1912956046,HSI00000826,Piedmont Healthcare
1073516621,HSI00000860,Quorum Health Corporation
1457456485,HSI00000759,Northeast Georgia Health System
1043270564,HSI00001526,Advocate Health
1326630153,HSI00001526,Advocate Health
1760557953,HSI00001526,Advocate Health
1831287655,HSI00001526,Advocate Health
1861677668,HSI00001526,Advocate Health
1003863291,HSI00000826,Piedmont Healthcare
1275504771,HSI00001006,Southeast Georgia Health System
1386903649,HSI00000999,South Georgia Medical Center
1013960657,HSI00000766,Northside Hospital
1659329852,HSI00000249,Community Health Systems
1740299197,HSI00001244,WellStar Health System
1184679482,HSI00001526,Advocate Health
1821104704,HSI00001006,Southeast Georgia Health System
1992963268,HSI00001006,Southeast Georgia Health System
1700809159,HSI00000766,Northside Hospital
1376641290,HSI00000342,Emory Healthcare
1992710610,HSI00001061,Tanner Health System
1942408216,HSI00000492,HCA Healthcare
1063454544,HSI00001428,Bon Secours Mercy Health
1073917043,HSI00001428,Bon Secours Mercy Health
1093739484,HSI00001428,Bon Secours Mercy Health
1336162940,HSI00001428,Bon Secours Mercy Health
1558305995,HSI00001428,Bon Secours Mercy Health
1730123175,HSI00001428,Bon Secours Mercy Health
1225031750,HSI00000860,Quorum Health Corporation
1518956481,HSI00000860,Quorum Health Corporation
1972715795,HSI00000860,Quorum Health Corporation
1548273592,HSI00000826,Piedmont Healthcare
1548219660,HSI00000826,Piedmont Healthcare
1760680763,HSI00000342,Emory Healthcare
1699791343,HSI00000010,AdventHealth
1346314515,HSI00001526,Advocate Health
1457398364,HSI00001037,Steward Health Care System
1003903022,HSI00000045,Archbold Medical Center
1235583857,HSI00000045,Archbold Medical Center
1366472003,HSI00000045,Archbold Medical Center
1437225356,HSI00000045,Archbold Medical Center
1700830247,HSI00000045,Archbold Medical Center
1881960151,HSI00000045,Archbold Medical Center
1922211515,HSI00000045,Archbold Medical Center
1023332970,HSI00000064,Augusta University Health System
1477759462,HSI00000064,Augusta University Health System
1619961695,HSI00000064,Augusta University Health System
1801128863,HSI00000064,Augusta University Health System
1760559124,HSI00000064,Augusta University Health System
1578624185,HSI00000759,Northeast Georgia Health System
1689736282,HSI00000759,Northeast Georgia Health System
1740778828,HSI00000759,Northeast Georgia Health System
1033160791,HSI00000999,South Georgia Medical Center
1558141671,HSI00000999,South Georgia Medical Center
1265463004,HSI00000492,HCA Healthcare
1326079260,HSI00000492,HCA Healthcare
1487817169,HSI00000492,HCA Healthcare
1134117575,HSI00000055,Ascension Health
1427005131,HSI00000055,Ascension Health
1669556072,HSI00000055,Ascension Health
1245520386,HSI00000725,Nemours Childrens Health
1366594699,HSI00000725,Nemours Childrens Health
1386658615,HSI00000725,Nemours Childrens Health
1386830859,HSI00000725,Nemours Childrens Health
1467505073,HSI00000725,Nemours Childrens Health
1144271586,HSI00000055,Ascension Health
1326099763,HSI00000055,Ascension Health
1588404826,HSI00000055,Ascension Health
1922032424,HSI00000055,Ascension Health
1962453308,HSI00000055,Ascension Health
1194790055,HSI00001078,Cleveland Clinic
1144211020,HSI00001512,Flagler Health
1093107195,HSI00000575,Lee Health
1114409141,HSI00000575,Lee Health
1366179806,HSI00000575,Lee Health
1558302570,HSI00000575,Lee Health
1689236242,HSI00000575,Lee Health
1710093521,HSI00000575,Lee Health
1801196266,HSI00000575,Lee Health
1902379209,HSI00000575,Lee Health
1962954941,HSI00000575,Lee Health
1982658407,HSI00000575,Lee Health
1992873319,HSI00000575,Lee Health
1477599975,HSI00001106,Trinity Health
1013434067,HSI00000010,AdventHealth
1083692594,HSI00000010,AdventHealth
1275511651,HSI00000010,AdventHealth
1396046637,HSI00000010,AdventHealth
1457458986,HSI00000010,AdventHealth
1578725941,HSI00000010,AdventHealth
1770087355,HSI00000010,AdventHealth
1881850956,HSI00000010,AdventHealth
1467401877,HSI00001106,Trinity Health
1639197395,HSI00001106,Trinity Health
1245226190,HSI00001121,UF Health
1568473015,HSI00000010,AdventHealth
1760786727,HSI00000010,AdventHealth
1497700140,HSI00000077,Baptist Health South Florida
1063426823,HSI00000010,AdventHealth
1598860108,HSI00000010,AdventHealth
1922115914,HSI00000010,AdventHealth
1669420436,HSI00000055,Ascension Health
1255313169,HSI00000077,Baptist Health South Florida
1780911206,HSI00000716,NCH Healthcare System
1194740787,HSI00001106,Trinity Health
1306820295,HSI00000745,Broward Health
1982660569,HSI00001060,Tallahassee Memorial Healthcare
1861495293,HSI00000077,Baptist Health South Florida
1922012244,HSI00001106,Trinity Health
1225312549,HSI00001106,Trinity Health
1164154407,HSI00000796,Orlando Health
1740252899,HSI00000796,Orlando Health
1740476068,HSI00000796,Orlando Health
