value,neuromusc,cvd,respiratory,renal,gi,hemato_immu,metabolic,congeni_genetic,malignancy,neonatal,tech_dep,transplant,ccc_flag
S42.454D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.454G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.454K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.454P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.454S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.455,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.455A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.455B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.455D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.455G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.455K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.455P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.455S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.456,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.456A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.456B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.456D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.456G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.456K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.456P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.456S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.46,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.461,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.461A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.461B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.461D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.461G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.461K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.461P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.461S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.462,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.462A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.462B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.462D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.462G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.462K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.462P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.462S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.463,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.463A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.463B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.463D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.463G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.463K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.463P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.463S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.464,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.464A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.464B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.464D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.464G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.464K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.464P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.464S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.465,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.465A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.465B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.465D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.465G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.465K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.465P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.465S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.466,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.466A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.466B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.466D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.466G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.466K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.466P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.466S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.47,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.471,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.471A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.471B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.471D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.471G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.471K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.471P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.471S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.472,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.472A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.472B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.472D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.472G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.472K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.472P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.472S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.473,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.473A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.473B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.473D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.473G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.473K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.473P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.473S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.474,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.474A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.474B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.474D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.474G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.474K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.474P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.474S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.475,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.475A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.475B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.475D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.475G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.475K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.475P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.475S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.476,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.476A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.476B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.476D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.476G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.476K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.476P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.476S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.48,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.481,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.481A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.481D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.481G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.481K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.481P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.481S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.482,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.482A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.482D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.482G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.482K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.482P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.482S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.489,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.489A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.489D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.489G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.489K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.489P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.489S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.49,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.491,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.491A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.491B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.491D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.491G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.491K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.491P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.491S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.492,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.492A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.492B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.492D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.492G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.492K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.492P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.492S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.493,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.493A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.493B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.493D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.493G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.493K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.493P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.493S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.494,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.494A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.494B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.494D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.494G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.494K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.494P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.494S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.495,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.495A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.495B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.495D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.495G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.495K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.495P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.495S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.496,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.496A,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.496B,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.496D,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.496G,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.496K,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.496P,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.496S,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.9,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.90,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.90XA,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.90XB,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.90XD,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.90XG,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.90XK,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.90XP,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.90XS,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.91,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.91XA,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.91XB,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.91XD,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.91XG,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.91XK,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.91XP,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.91XS,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.92,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.92XA,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.92XB,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.92XD,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.92XG,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.92XK,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.92XP,0,0,0,0,0,0,0,0,0,0,0,0,0
S42.92XS,0,0,0,0,0,0,0,0,0,0,0,0,0
S43,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.0,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.00,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.001,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.001A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.001D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.001S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.002,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.002A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.002D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.002S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.003,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.003A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.003D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.003S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.004,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.004A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.004D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.004S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.005,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.005A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.005D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.005S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.006,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.006A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.006D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.006S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.01,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.011,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.011A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.011D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.011S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.012,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.012A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.012D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.012S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.013,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.013A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.013D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.013S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.014,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.014A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.014D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.014S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.015,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.015A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.015D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.015S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.016,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.016A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.016D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.016S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.02,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.021,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.021A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.021D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.021S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.022,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.022A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.022D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.022S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.023,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.023A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.023D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.023S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.024,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.024A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.024D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.024S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.025,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.025A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.025D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.025S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.026,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.026A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.026D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.026S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.03,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.031,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.031A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.031D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.031S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.032,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.032A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.032D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.032S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.033,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.033A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.033D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.033S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.034,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.034A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.034D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.034S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.035,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.035A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.035D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.035S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.036,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.036A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.036D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.036S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.08,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.081,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.081A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.081D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.081S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.082,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.082A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.082D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.082S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.083,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.083A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.083D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.083S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.084,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.084A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.084D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.084S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.085,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.085A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.085D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.085S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.086,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.086A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.086D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.086S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.1,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.10,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.101,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.101A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.101D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.101S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.102,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.102A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.102D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.102S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.109,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.109A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.109D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.109S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.11,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.111,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.111A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.111D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.111S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.112,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.112A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.112D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.112S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.119,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.119A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.119D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.119S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.12,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.121,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.121A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.121D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.121S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.122,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.122A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.122D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.122S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.129,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.129A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.129D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.129S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.13,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.131,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.131A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.131D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.131S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.132,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.132A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.132D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.132S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.139,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.139A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.139D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.139S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.14,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.141,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.141A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.141D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.141S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.142,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.142A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.142D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.142S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.149,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.149A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.149D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.149S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.15,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.151,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.151A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.151D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.151S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.152,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.152A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.152D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.152S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.159,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.159A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.159D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.159S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.2,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.20,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.201,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.201A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.201D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.201S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.202,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.202A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.202D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.202S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.203,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.203A,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.203D,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.203S,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.204,0,0,0,0,0,0,0,0,0,0,0,0,0
S43.204A,0,0,0,0,0,0,0,0,0,0,0,0,0
